1,1524,72.276462450775
2,1026,68.34913730334841
3,874,77.50123443914016
4,760,63.349034752527906
5,769,90.7766393646774
6,691,74.425772430794
7,594,79.22511148879822
8,1106,70.91435285564503
9,1141,83.44085982274353
10,943,57.99308231564752
11,961,57.23968641857864
12,869,75.46427377509346
13,828,58.75651387972535
14,829,81.49558675095588
15,832,53.83278662234597
16,868,79.66060624097453
17,866,73.44457099518576
18,642,79.87142679476793
19,579,84.64113189796822
20,649,74.2723731276167
21,625,51.87427288623422
22,936,57.86438855864821
23,1466,63.13611066767821
24,1372,91.34274939532833
25,1498,74.3630558238952
26,1376,72.66803160310248
27,1230,54.5211246557951
28,937,56.70464288227166
29,1033,65.08733885732035
30,929,84.02865490696229
31,896,66.08497987367505
32,782,76.94684283209486
33,1294,75.58689793034718
34,915,83.00049921968261
35,1013,85.36490749412411
36,1118,74.91567299287937
37,1315,71.74838423636493
38,1065,91.6050860805374
39,876,81.01943057598999
40,1277,45.981709640247935
41,1249,64.00111808887881
42,1562,55.86549506777803
43,975,74.21392515115103
44,1564,67.48550102994798
45,1312,62.9303039463694
46,1280,71.12027053017154
47,1236,58.35514493184784
48,1479,92.6827343827623
49,1260,84.12130126895981
50,1326,80.04166199332974
51,1428,76.20452198699445
52,1494,95.06604561422287
53,1258,86.49497273830633
54,1422,68.08848405988257
55,1357,85.51208412886187
56,1470,60.81419709720265
57,1166,74.04435350053967
58,1472,88.06061259612679
59,1144,84.49711532894747
60,1188,82.44148396149396
61,1372,66.33418873709736
62,945,57.72360390357651
63,1176,77.77975043285757
64,1596,96.39301518617864
65,1325,88.3461893095789
66,1223,68.12636834354169
67,1195,77.72803113118086
68,1089,84.63775784003872
69,1440,69.5625018980507
70,1397,55.206726285304384
71,1212,90.44995576902676
72,1258,82.26412430117963
73,1057,77.38407443979875
74,1397,72.45686637622245
75,1232,97.44590851479853
76,1194,76.13825519456005
77,1398,58.69084337464882
78,963,81.53778797997064
79,940,78.09877059956017
80,1275,65.75411291831391
81,1095,75.58417845752065
82,992,77.66495477165688
83,710,61.56882459539847
84,705,84.62740418318499
85,701,79.23026557950541
86,895,81.0095926341977
87,1292,54.392512985765684
88,1216,73.52463550711377
89,1421,71.77091665159156
90,1289,85.30087350395972
91,1129,70.93994621038222
92,1410,88.47544960813512
93,1527,71.21184841477447
94,1284,66.55207514687564
95,1307,74.10349469958182
96,1473,78.28525775002342
97,945,91.39445399634758
98,888,74.61275037912401
99,1060,74.14312181796326
100,1199,85.19386101365004
